movie,Camp Hell,2010,99,1h 39m
movie,Caris' Peace,2011,76,1h 16m
movie,Parental Guidance,2012,105,1h 45m
movie,Beyond the Barbed Wire: An Artist View of the Holocaust,2010,68,1h 8m
movie,"Girl, Adopted",2013,78,1h 18m
movie,Howl,2010,84,1h 24m
movie,Pablo,2012,90,1h 30m
movie,Chasing Happiness,2012,80,1h 20m
movie,The Singularity Is Near,2010,79,1h 19m
movie,"Havana, Habana",2017,65,1h 5m
movie,The Portal,2010,86,1h 26m
movie,Ivory,2010,84,1h 24m
movie,Lost Everything,2010,97,1h 37m
movie,Goosebumps,2015,103,1h 43m
movie,Repo Men,2010,111,1h 51m
movie,The Big Year,2011,100,1h 40m
movie,Dreams Awake,2011,110,1h 50m
movie,One Lucky Elephant,2010,84,1h 24m
movie,House Broken,2010,84,1h 24m
movie,The Best Things in the World,2010,100,1h 40m
movie,Life as We Know It,2010,114,1h 54m
movie,The Dead Matter,2010,90,1h 30m
movie,Down and Distance,2010,
movie,Sophomore,2012,98,1h 38m
movie,Four Stories of St. Julian,2010,85,1h 25m
movie,Transit,2012,88,1h 28m
movie,The Legend of Awesomest Maximus,2011,90,1h 30m
movie,Spud,2010,103,1h 43m
movie,Até Onde?,2011,73,1h 13m
movie,The Rogue,2019,
movie,This Bitter Earth,2012,76,1h 16m
movie,Small Town Saturday Night,2010,94,1h 34m
movie,Bare Knuckles,2010,90,1h 30m
movie,The Evolution of Dad,2010,94,1h 34m
movie,Je ne vous oublierai jamais,2010,85,1h 25m
movie,Boyhood,2014,165,2h 45m
movie,Costa Rica 3D,2019,82,1h 22m
movie,The Ascension,2011,93,1h 33m
movie,The Vampires of Zanzibar,2010,106,1h 46m
movie,For Christ's Sake,2010,
movie,Water for Elephants,2011,120,2h 0m
movie,Adult World,2013,97,1h 37m
movie,Game of Assassins,2013,80,1h 20m
movie,Monte Carlo,2011,109,1h 49m
movie,Footloose,2011,113,1h 53m
movie,Cavaliers seuls,2010,
movie,Sunburnt Angels,2011,119,1h 59m
movie,House of Good and Evil,2013,108,1h 48m
movie,Midnight Son,2011,88,1h 28m
movie,The Two Deaths of Quincas Wateryell,2010,104,1h 44m
movie,Habana Eva,2010,106,1h 46m
movie,Good Intentions,2010,84,1h 24m
movie,Elvis & Madonna,2010,105,1h 45m
movie,The Dead Sleep,2010,94,1h 34m
movie,The Amazing Adventures of the Living Corpse,2012,88,1h 28m
movie,Blood River,2010,93,1h 33m
movie,Ghost Rider: Spirit of Vengeance,2011,96,1h 36m
movie,Jelly,2010,104,1h 44m
movie,From the Midst of Pain,2010,
movie,Winchester,2018,99,1h 39m
movie,Messages Deleted,2010,92,1h 32m
movie,Buffalo Girls,2012,65,1h 5m
movie,Subway Busker,2010,101,1h 41m
movie,The Reverend,2011,98,1h 38m
movie,See You in September,2010,91,1h 31m
movie,Troubadours,2010,
movie,Skyfall,2012,143,2h 23m
movie,Beyond the Grave,2010,89,1h 29m
movie,Jonah Hex,2010,81,1h 21m
movie,The Dark Party,2013,95,1h 35m
movie,Underground,2010,
movie,The Beautiful and Damned,2010,
movie,Dark Shadows,2012,113,1h 53m
movie,Krews,2010,105,1h 45m
movie,Psychosomatika,2010,
movie,Elimination,2010,87,1h 27m
movie,Frances: A Mother Divine,2010,
movie,Hauntsville,2016,
movie,Hysteria,2010,
movie,The Girl from the Naked Eye,2012,84,1h 24m
movie,Beautiful Noise,2014,87,1h 27m
movie,Happiness Runs,2010,88,1h 28m
movie,10 Years Later,2010,98,1h 38m
movie,Jens Jensen: Harmonious World,2010,
movie,Jerry Cotton,2010,90,1h 30m
